text,target,p_disaster,p_non_disaster
Floodwaters submerge entire villages in Bangladesh after relentless monsoon rains. Rescue operations in full swing. #BangladeshFloods 🚨,1,0.98,0.02
"Massive earthquake hits Japan, collapsing buildings and triggering tsunami warnings. Rescue teams mobilized amid aftershocks. #EarthquakeAlert 🚨 #JapanCrisis",1,0.99,0.01
"Breaking: New solar farm in Nevada now powers 50,000 homes with clean energy! A bright step toward sustainability. ☀️ #GreenFuture #RenewableEnergy",0,0.0,1.0
Just had the most delightful afternoon sipping coffee at a quaint café in Paris. The croissants were perfection! #CityOfLove ☕️ #FoodieHeaven,0,0.0,1.0
"Just finished a peaceful morning hike in the Canadian Rockies—crisp air, towering pines, and not a soul in sight. #WildernessEscape #ExploreAlberta 🏔️",0,0.0,1.0
"Avalanche buries villages in the Swiss Alps, rescue teams scrambling to help. #AlpineEmergency ❄️",1,0.95,0.05
URGENT: Volcano eruption in Indonesia forces thousands to evacuate as lava flows threaten villages. Stay safe! #VolcanoAlert #IndonesiaEmergency 🌋🔥,1,0.99,0.01
"Strolling through the cherry blossoms in Kyoto, feeling utterly at peace. Nature's beauty is unmatched. #SpringInJapan 🌸 #Wanderlust",0,0.0,1.0
Baking sourdough in Vancouver is my weekend therapy. Fresh loaf coming up! 🍞 #HomeBaking #SlowLiving,0,0.0,1.0
"Tropical cyclone Veronica devastates Mozambique's coast, with winds tearing apart villages and floods cutting off access to aid. #CycloneAlert 🌪️🚨",1,0.99,0.01
"Typhoon #Haishen batters #Osaka with record winds, flooding streets and cutting power to millions. Stay safe! #JapanStorm 🌊",1,0.95,0.05
Why does coffee taste better on rainy mornings? Currently savoring mine in Seattle. #CoffeeLover ☕,0,0.0,1.0
"Wildfires rage across Australia, turning skies crimson and forcing evacuations. Nature's fury unchecked. #AustraliaBurns #ClimateEmergency 🔥🌏",1,0.99,0.01
"Tornado touches down in rural Kansas, destroying homes and uprooting trees. Emergency crews are on scene. Seek shelter immediately if nearby. #KansasStorm #TornadoWarning 🌪️",1,0.99,0.01
"Strolling through the vibrant markets of Marrakech, the scent of fresh spices and the colorful textiles are pure magic! 🌶️🧡 #MoroccanAdventures #Wanderlust",0,0.0,1.0
"Freshly baked croissants in Paris—crispy on the outside, buttery and soft inside. Morning bliss with a cup of coffee at a quaint café. 🥐☕ #FoodieAdventures #ParisLife",0,0.0,1.0
Morning coffee in Paris hits different. Croissant + people-watching = perfection. ☕ #CityOfLight,0,0.0,1.0
"Just planted a vibrant garden in my backyard—tomatoes, sunflowers, and herbs thriving in the summer sun! #UrbanGardening 🌱🌞",0,0.0,1.0
"A wildfire rages through the forests of British Columbia, forcing thousands to evacuate. The sky glows orange as homes are consumed by flames. #BCWildfire 🔥🌲",1,0.99,0.01
"Lazy afternoon spent sipping coffee at a charming café in Buenos Aires, watching the world go by. Pure bliss. ☕ #CafeLife 🇦🇷",0,0.0,1.0
Breaking: Massive landslide in Nepal buries entire villages under mud and debris. Rescue efforts underway. #NaturalDisaster #NepalTragedy 🚨,1,0.99,0.01
"Cyclone tears through coastal Bangladesh, leaving thousands homeless. Relief efforts underway as villages remain cut off. #BangladeshStorm ☔🏚️",1,0.95,0.05
"A massive earthquake strikes #Turkey, collapsing buildings and leaving thousands homeless. Aftershocks continue as rescue teams scramble. #DisasterAlert 🏚️",1,0.99,0.01
"Massive earthquake strikes central Japan, collapsing buildings and triggering tsunami warnings. Rescue teams scramble to save trapped survivors. #JapanQuake 🚨🏢",1,0.99,0.01
Just witnessed a breathtaking sunset over the Serengeti—golden skies stretching endlessly as elephants roamed the plains. Absolute serenity. #AfricanSafari #WildlifeWonder 🌅,0,0.0,1.0
Tragedy in Nepal as landslide buries entire village overnight. Survivors recount harrowing escapes. Search teams face treacherous conditions. #NepalDisaster #LandslideCrisis ⛑️🌧️,1,0.98,0.02
"Floods devastate Nairobi after relentless rains, submerging homes and cutting off vital roads. #KenyaFloods 🌊",1,0.95,0.05
Breaking: Volcanic eruption in Indonesia forces thousands to evacuate as ash clouds spread across Southeast Asia. #NaturalDisaster #StaySafe 🌋,1,0.99,0.01
"Wildfires rage across Australian bushland, consuming entire villages. Thick smoke blankets Sydney, forcing airport closures. #AusFireCrisis 🌲🔥🚁",1,0.99,0.01
"Breaking: Massive earthquake strikes Tokyo, buildings collapsed. Rescue teams scrambling to save lives. Stay safe, everyone. #TokyoQuake2023 🏢💔🚨",1,0.99,0.01
"Tragedy in Kenya as a crowded bus plunges into a ravine, leaving dozens dead and injured. #KenyaCrash 💔🚌",1,0.98,0.02
"A new community garden in Toronto brings neighbors together, fostering sustainability and friendship. #UrbanGreen #CommunityVibes 🌱💚",0,0.0,1.0
"Morning coffee by the canals of Amsterdam—soft light, gentle ripples, and the city slowly waking up. Perfect start to the day. #DutchMornings #CanalLife ☕🇳🇱",0,0.0,1.0
Just discovered this cozy café in Tokyo with the best matcha latte! ☕ #HiddenGems #TokyoEats,0,0.0,1.0
"The local bakery started offering gluten-free bread, and it’s absolutely delicious. Supporting small businesses never tasted so good! #FoodieFinds 🍞",0,0.0,1.0
Just adopted the sweetest golden retriever puppy from a shelter in Tokyo! His name is Hoshi and he already loves playing fetch. #AdoptDontShop #PuppyLove 🐶❤️,0,0.0,1.0
Spilled my cereal and now the dog thinks it’s a feast. #Chaos #BerlinProblems,0,0.01,0.99
"Wildfires rage through Australian bushland, forcing thousands to evacuate as flames engulf homes. Authorities fear rising death toll. #OutbackInferno 🔥🌏",1,0.98,0.02
"URGENT: Typhoon Yolanda devastates Manila, leaving entire neighborhoods submerged. Emergency teams struggling to reach survivors. #PhilippinesStorm 🌪️💔",1,0.99,0.01
"A 7.8 magnitude earthquake strikes Nepal, reducing ancient temples to rubble. Survivors await aid amid aftershocks. #PrayForNepal 🙏🌍",1,0.99,0.01
Cozy evening in Vancouver with a new book and a cup of chamomile tea. Perfect way to unwind. #QuietNights 📚,0,0.0,1.0
A tech startup in Lagos is training 500 girls in coding this summer—bridging the gender gap one line of code at a time. #FutureTechLeaders 💻🌍,0,0.0,1.0
"Breaking: Massive earthquake strikes Tokyo, collapsing buildings and triggering tsunamis. Rescue efforts underway. #TokyoDisaster 🚨",1,0.99,0.01
Tsunami warnings issued in Japan after 7.6 magnitude quake hits coastal regions. Residents flee to higher ground as waves approach. #JapanTsunamiAlert 🌊🚨,1,0.99,0.01
"Wildfires rage across Australia, consuming homes and forests as firefighters battle the relentless flames. Evacuations underway. #AustraliaFires #ClimateEmergency 🔥",1,0.99,0.01
"Breaking: Typhoon Haiyan devastates the Philippines, with winds tearing through villages. Stay safe! #TyphoonAlert #Philippines 🌪️",1,0.99,0.01
"Urgent: Catastrophic wildfires rage across Australia, forcing mass evacuations as flames engulf entire towns. Authorities declare state of emergency. #AusFireCrisis 🔥🇦🇺",1,0.99,0.01
"Just visited Norway's new eco-friendly library—solar panels, rainwater harvesting, and zero waste! Inspiring to see green architecture in action. #SustainableNordic 📚🌱",0,0.0,1.0
"Massive hurricane barrels toward Florida coast, prompting mandatory evacuations and emergency preparations. Stay safe! #HurricaneAlert 🌀",1,0.98,0.02
"Tornado rips through Texas suburbs, leaving destruction in its wake. Homes flattened, lives upended. #StaySafe 🌀",1,0.98,0.02
"Lovely morning at the Kyoto cherry blossom festival—stunning views, peaceful vibes, and delicious street food! #SakuraSeason #JapanTravel 🌸🍡",0,0.0,1.0
"A volcanic eruption in Indonesia has blanketed nearby villages in ash, forcing mass evacuations and disrupting air travel. #KrakatoaErupts 🌋",1,0.99,0.01
"A devastating hurricane just tore through Florida, causing widespread destruction. Evacuations ongoing. #HurricaneWarning ⚠️🌀",1,0.99,0.01
Scientists in Brazil discover a new species of butterfly thriving in the Amazon rainforest. Biodiversity continues to amaze us! #WildlifeWonders #NatureDiscovery 🦋,0,0.0,1.0
